"","opa_number","street_address","zip_code","principal_due","penalty_due","interest_due","other_charges_due","total_due","is_actionable","payment_agreement","num_years_owed","most_recent_year_owed","oldest_year_owed","year_of_last_assessment","taxable_assessment","mailing_city","mailing_state","general_building_description","building_category","exempt_abatement_assessment","homestead_value","net_tax_value_after_homestead","sheriff_sale","liens_sold_1990s","liens_sold_2015","assessment_under_appeal","year_month","full_address","latitude","longitude","delinquent"
"2852",181127200,"1118 E PALMER ST",19125,16011.84,1100.5,5840.75,2722.58,25675.67,TRUE,FALSE,8,2021,2014,2022,126300,"PHILADELPHIA","PA","house","residential",192500,0,1767.95,"Y",FALSE,"N",FALSE,202206,"1118 E Palmer St, Philadelphia, PA, USA",39.97000401,-75.12802778,1
"2853",344020200,"6546 LANSDOWNE AVE",19151,0,0,0,49,49,TRUE,FALSE,1,2020,2020,2022,130100,NA,NA,"house","residential",0,629.91,1191.23,"N",FALSE,"N",FALSE,202206,"6546 Lansdowne Ave, Philadelphia, PA, USA",39.97467533,-75.25090567,1
"2854",344054200,"6740 LEBANON AVE",19151,1822.4,109.81,99.89,303.81,2335.91,TRUE,FALSE,2,2021,2020,2022,110300,"PHILADELPHIA","PA","house","residential",0,0,1543.98,"N",FALSE,"N",FALSE,202206,"6740 Lebanon Ave, Philadelphia, PA, USA",39.97556021,-75.25480189,1
"2855",344057100,"6431 LEBANON AVE",19151,1494.77,234.71,295.98,635.69,2661.15,TRUE,FALSE,3,2021,2019,2022,133700,"SPRING HOUSE","PA","house","residential",0,0,1871.53,"N",FALSE,"N",FALSE,202206,"6431 Lebanon Ave, Philadelphia, PA, USA",39.97859126,-75.24978126,1
"2856",322032700,"2117 N LAMBERT ST",19121,796.33,55.74,113.47,197.15,1162.69,TRUE,FALSE,1,2020,2020,2022,113800,NA,NA,"house","residential",0,629.91,963.06,"N",FALSE,"N",FALSE,202206,"2117 N Lambert St, Philadelphia, PA, USA",39.98640042,-75.16718238,1
"2857",322033100,"2125 N LAMBERT ST",19121,3334.43,360.26,722.03,1118.72,5535.44,TRUE,FALSE,3,2021,2019,2022,114800,NA,NA,"house","residential",0,0,1606.97,"N",FALSE,"N",FALSE,202206,"2125 N Lambert St, Philadelphia, PA, USA",39.98651756,-75.16715719,1
"2858",162125800,"2346 N OPAL ST",19132,1070.76,73.39,316.44,744.42,2205.01,TRUE,FALSE,6,2021,2016,2022,9800,"BROOKLYN","NY","house","residential",0,0,137.18,"N",FALSE,"N",FALSE,202206,"2346 N Opal St, Philadelphia, PA, USA",39.98974487,-75.16476915,1
"2859",162128500,"2436 N OPAL ST",19132,391.42,27.4,248.07,324.65,991.54,TRUE,FALSE,2,2015,2014,2022,9600,NA,NA,"house","residential",0,0,134.38,"N",FALSE,"N",FALSE,202206,"2436 N Opal St, Philadelphia, PA, USA",39.99109313,-75.16447573,1
"2860",162129500,"2456 N OPAL ST",19132,0,0,0,107.78,107.78,TRUE,FALSE,2,2021,2017,2022,29800,NA,NA,"house","residential",0,309.36,107.78,"N",FALSE,"N",FALSE,202206,"2456 N Opal St, Philadelphia, PA, USA",39.99137496,-75.16441461,1
"2861",162267600,"2030 W BOSTON ST",19132,447.59,31.32,381.9,224.41,1085.22,TRUE,FALSE,3,2013,2011,2022,18800,NA,NA,"house","residential",0,263.16,0,"N",FALSE,"N",FALSE,202206,"2030 W Boston St, Philadelphia, PA, USA",39.99105455,-75.16560952,1
"2862",162270400,"2019 W BOSTON ST",19132,1428.09,95.1,202.06,634.28,2359.53,TRUE,FALSE,3,2021,2019,2022,30300,NA,NA,"house","residential",0,0,424.14,"N",FALSE,"N",FALSE,202206,"2019 W Boston St, Philadelphia, PA, USA",39.99114012,-75.16537386,1
"2863",162271600,"2043 W BOSTON ST",19132,708.91,52.68,66.23,367.37,1195.19,TRUE,FALSE,3,2021,2019,2022,30300,"PHILA","PA","house","residential",0,0,424.14,"N",FALSE,"N",FALSE,202206,"2043 W Boston St, Philadelphia, PA, USA",39.99119493,-75.16579509,1
"2864",162223100,"2415 N 23RD ST",19132,41.85,2.93,9.73,19.92,74.43,TRUE,FALSE,2,2019,2016,2022,44000,NA,NA,"house","residential",0,615.91,0,"N",FALSE,"N",FALSE,202206,"2415 N 23rd St, Philadelphia, PA, USA",39.99214149,-75.16991427,1
"2865",162227000,"2625 N 23RD ST",19132,555.53,50.74,93.16,233.75,933.18,TRUE,FALSE,2,2020,2019,2022,46900,NA,NA,"house","residential",0,0,656.51,"N",FALSE,"N",FALSE,202206,"2625 N 23rd St, Philadelphia, PA, USA",39.9949061,-75.16929617,1
"2866",162261400,"2027 W YORK ST",19132,2484.93,168.82,831.94,1362.39,4848.08,TRUE,FALSE,7,2021,2013,2022,31900,"PHILADELPHIA","PA","house","residential",0,0,446.54,"N",FALSE,"N",FALSE,202206,"2027 W York St, Philadelphia, PA, USA",39.99074944,-75.16588567,1
"2867",282270210,"3347 RIDGE AVE",19132,2177.9,145.01,308.18,448.67,3079.76,TRUE,FALSE,3,2021,2019,2022,46200,"PHILADELPHIA","PA","house","residential",0,0,646.71,"N",FALSE,"N",FALSE,202206,"3347 Ridge Ave, Philadelphia, PA, USA",39.99422654,-75.18683669,1
"2868",222249700,"7013 ARDLEIGH ST",19119,13679.59,927.67,2425.62,3389.64,20422.52,TRUE,FALSE,3,2021,2018,2022,325500,NA,NA,"house","residential",0,629.91,3926.44,"N",FALSE,"N",FALSE,202206,"7013 Ardleigh St, Philadelphia, PA, USA",40.06261148,-75.18259544,1
"2869",222268800,"6927 CRITTENDEN ST",19119,5522.02,358.38,533.43,1370.31,7784.14,TRUE,FALSE,2,2021,2020,2022,314900,NA,NA,"house","residential",0,629.91,3778.06,"N",FALSE,"N",FALSE,202206,"6927 Crittenden St, Philadelphia, PA, USA",40.06502036,-75.17809887,1
"2870",323184500,"1864 N ETTING ST",19121,1787.11,119.01,252.93,836.88,2995.93,TRUE,FALSE,5,2021,2017,2022,37900,NA,NA,"house","residential",0,0,530.52,"N",FALSE,"N",FALSE,202206,"1864 N Etting St, Philadelphia, PA, USA",39.9839486,-75.17893099,1
"2871",162274200,"2034 W HAGERT ST",19132,2438.28,237.81,292.71,1475,4443.8,TRUE,FALSE,12,2021,2010,2022,72400,NA,NA,"house","residential",0,0,1013.46,"N",FALSE,"N",FALSE,202206,"2034 W Hagert St, Philadelphia, PA, USA",39.99146526,-75.16547631,1
"2872",162280700,"2335 W HAGERT ST",19132,3032.02,202.67,490.5,1027.14,4752.33,TRUE,FALSE,4,2021,2017,2022,59500,"SUFFOLK","VA","house","residential",0,0,832.88,"N",FALSE,"N",FALSE,202206,"2335 W Hagert St, Philadelphia, PA, USA",39.99213496,-75.17057779,1
"2873",162292000,"2245 W CUMBERLAND ST",19132,0,8.47,12.62,1.27,22.36,TRUE,FALSE,2,2021,2020,2022,49900,NA,NA,"house","residential",0,629.91,68.59,"N",FALSE,"N",FALSE,202206,"2245 W Cumberland St, Philadelphia, PA, USA",39.99269808,-75.16896258,1
"2874",162294400,"2341 W CUMBERLAND ST",19132,123.95,93.18,198.29,926.01,1341.43,TRUE,FALSE,8,2021,2014,2022,52700,NA,NA,"house","residential",0,629.91,107.78,"N",FALSE,"N",FALSE,202206,"2341 W Cumberland St, Philadelphia, PA, USA",39.99289098,-75.17049688,1
"2875",162296700,"2240 W FIRTH ST",19132,1572.97,103.82,197.99,403.3,2278.08,TRUE,FALSE,3,2021,2019,2022,39100,NA,NA,"house","residential",0,0,547.32,"N",FALSE,"N",FALSE,202206,"2240 W Firth St, Philadelphia, PA, USA",39.9930998,-75.16880665,1
"2876",162297800,"2316 W FIRTH ST",19132,1918.39,145.2,280.5,935.69,3279.78,TRUE,FALSE,5,2021,2017,2022,43700,NA,NA,"house","residential",0,0,611.71,"N",FALSE,"N",FALSE,202206,"2316 W Firth St, Philadelphia, PA, USA",39.99325773,-75.17005606,1
"2877",162269700,"2005 W BOSTON ST",19132,44.24,3.1,5.97,71.5,124.81,TRUE,FALSE,1,2020,2020,2022,30100,NA,NA,"house","residential",0,0,421.34,"N",FALSE,"N",FALSE,202206,"2005 W Boston St, Philadelphia, PA, USA",39.99110814,-75.16512814,1
"2878",162276800,"2328 W HAGERT ST",19132,479.25,32.54,97.59,341.97,951.35,TRUE,FALSE,4,2021,2018,2022,51200,NA,NA,"house","residential",0,629.91,86.79,"N",FALSE,"N",FALSE,202206,"2328 W Hagert St, Philadelphia, PA, USA",39.99201069,-75.1705157,1
"2879",162280100,"2323 W HAGERT ST",19132,2261.94,149.94,302.39,786.49,3500.76,TRUE,FALSE,3,2021,2019,2022,52100,"NEWARK","DE","house","residential",0,0,729.3,"N",FALSE,"N",FALSE,202206,"2323 W Hagert St, Philadelphia, PA, USA",39.99211238,-75.17040368,1
"2880",162285100,"2306 W CUMBERLAND ST",19132,1327.23,212.29,1143.37,783.09,3465.98,TRUE,FALSE,8,2021,2012,2022,51500,"PHILADELPHIA","PA","house","residential",0,629.91,90.99,"N",FALSE,"N",FALSE,202206,"2306 W Cumberland St, Philadelphia, PA, USA",39.99271552,-75.17001776,1
"2881",323200400,"2164 N MARSTON ST",19121,2027.23,137.12,427.39,1006.06,3597.8,TRUE,FALSE,5,2021,2017,2022,29800,NA,NA,"house","residential",0,0,417.14,"N",FALSE,"N",FALSE,202206,"2164 N Marston St, Philadelphia, PA, USA",39.98874215,-75.17819464,1
"2882",323203100,"1849 N 28TH ST",19121,2485.71,182.73,498.27,1043.69,4210.4,TRUE,FALSE,5,2021,2017,2022,45600,NA,NA,"house","residential",0,0,638.31,"N",FALSE,"N",FALSE,202206,"1849 N 28th St, Philadelphia, PA, USA",39.98382745,-75.17971751,1
"2883",323211900,"2142 N 28TH ST",19121,350.06,30.27,73.16,347.13,800.62,TRUE,FALSE,4,2021,2018,2022,52000,NA,NA,"house","residential",0,629.91,97.99,"N",FALSE,"N",FALSE,202206,"2142 N 28th St, Philadelphia, PA, USA",39.98830184,-75.17889069,1
"2884",323215900,"1931 N NEWKIRK ST",19121,1273.33,82.66,179.57,354.75,1890.31,TRUE,FALSE,2,2021,2019,2022,40200,NA,NA,"house","residential",0,0,562.72,"N",FALSE,"N",FALSE,202206,"1931 N Newkirk St, Philadelphia, PA, USA",39.98519848,-75.17967053,1
"2885",323226500,"2111 N DOVER ST",19121,1892.19,159.78,449.16,1354.33,3855.46,TRUE,FALSE,11,2021,2011,2022,30000,"PHILADELPHIA","PA","house","residential",0,0,419.94,"N",FALSE,"N",FALSE,202206,"2111 N Dover St, Philadelphia, PA, USA",39.98793425,-75.17987675,1
"2886",162307800,"2338 W SERGEANT ST",19132,1825.74,125.81,594.69,1100.19,3646.43,TRUE,FALSE,6,2021,2016,2022,12400,NA,NA,"house","residential",0,0,173.58,"N",FALSE,"N",FALSE,202206,"2338 W Sergeant St, Philadelphia, PA, USA",39.99370485,-75.17028298,1
"2887",162293400,"2321 W CUMBERLAND ST",19132,95.62,143.84,151.48,321.02,711.96,TRUE,FALSE,4,2021,2018,2022,50600,"LANSDOWNE","PA","house","residential",0,0,708.3,"N",FALSE,"N",FALSE,202206,"2321 W Cumberland St, Philadelphia, PA, USA",39.99285431,-75.17020099,1
"2888",162305100,"2228 W SERGEANT ST",19132,1219.27,118.56,386.4,1100.25,2824.48,TRUE,FALSE,8,2021,2014,2022,15900,"PHILADELPHIA","PA","house","residential",0,0,222.57,"N",FALSE,"N",FALSE,202206,"2228 W Sergeant St, Philadelphia, PA, USA",39.99348487,-75.16854198,1
"2889",233021900,"4825 E ROOSEVELT BLVD",19124,2036.36,122.18,106.91,303.31,2568.76,TRUE,FALSE,2,2021,2019,2022,171500,NA,NA,"house","residential",0,629.91,1770.75,"N",FALSE,"N",FALSE,202206,"4825 E Roosevelt Blvd, Philadelphia, PA, USA",40.02631688,-75.0939101,1
"2890",233033700,"916 FOULKROD ST",19124,3898.48,251.5,362.99,1028.15,5541.12,TRUE,FALSE,2,2021,2020,2022,177900,NA,NA,"house","residential",0,629.91,1860.33,"N",FALSE,"N",FALSE,202206,"916 Foulkrod St, Philadelphia, PA, USA",40.02535507,-75.09437339,1
"2891",612062601,"304 W GRANGE AVE",19120,2852.16,184.51,270.1,811.04,4117.81,TRUE,FALSE,2,2021,2020,2022,94100,"PHILADELPHIA","PA","house","residential",0,0,1317.21,"N",FALSE,"N",FALSE,202206,"304 W Grange Ave, Philadelphia, PA, USA",40.03911303,-75.12709713,1
"2892",442343300,"1441 N PEACH ST",19131,693.16,110.95,139.96,420.57,1364.64,TRUE,FALSE,3,2021,2019,2022,51500,NA,NA,"house","residential",0,0,720.9,"N",FALSE,"N",FALSE,202206,"1441 N Peach St, Philadelphia, PA, USA",39.97465112,-75.22864793,1
"2893",323228900,"2159 N DOVER ST",19121,1853.73,125.03,355.03,877.57,3211.36,TRUE,FALSE,5,2021,2017,2022,29400,NA,NA,"house","residential",0,0,411.54,"N",FALSE,"N",FALSE,202206,"2159 N Dover St, Philadelphia, PA, USA",39.98864591,-75.17972132,1
"2894",323229900,"2112 N DOVER ST",19121,1547.7,118.05,332.65,1013.14,3011.54,TRUE,FALSE,7,2021,2015,2022,29400,NA,NA,"house","residential",0,0,411.54,"N",FALSE,"N",FALSE,202206,"2112 N Dover St, Philadelphia, PA, USA",39.98798281,-75.18001778,1
"2895",323231400,"2142 N DOVER ST",19121,473.28,28.4,24.85,202.69,729.22,TRUE,FALSE,3,2021,2019,2022,29400,NA,NA,"house","residential",0,0,411.54,"N",FALSE,"N",FALSE,202206,"2142 N Dover St, Philadelphia, PA, USA",39.9884276,-75.17992064,1
"2896",323233900,"2003 N 29TH ST",19121,607.07,45.8,90.05,141.52,884.44,TRUE,FALSE,1,2020,2020,2022,42300,"PHILADELPHIA","PA","house","residential",0,0,592.12,"N",FALSE,"N",FALSE,202206,"2003 N 29th St, Philadelphia, PA, USA",39.98623402,-75.18086341,1
"2897",162000600,"2208 N 18TH ST",19132,2032.89,141.89,297.08,763.49,3235.35,TRUE,FALSE,3,2021,2019,2022,45400,"PHILADELPHIA","PA","house","residential",0,0,635.51,"N",FALSE,"N",FALSE,202206,"2208 N 18th St, Philadelphia, PA, USA",39.98729557,-75.16264744,1
"2898",162316600,"2314-16 W HUNTINGDON ST",19132,0,0,0,16.46,16.46,TRUE,FALSE,1,2020,2020,2022,46100,"PENN VALLEY","PA","house","residential",0,0,645.31,"N",FALSE,"N",FALSE,202206,"2314-16 W Huntingdon St, Philadelphia, PA, USA",39.99421683,-75.16981258,1
"2899",162316900,"2326-28 W HUNTINGDON ST",19132,864.54,73.24,334.08,328.38,1600.24,TRUE,FALSE,2,2018,2017,2022,44300,NA,NA,"house","residential",0,0,620.11,"N",FALSE,"N",FALSE,202206,"2326-28 W Huntingdon St, Philadelphia, PA, USA",39.99423984,-75.16999014,1
"2900",162318100,"1809 W HUNTINGDON ST",19132,845.44,106.49,205.12,391.48,1548.53,TRUE,FALSE,3,2021,2019,2022,34000,"PHILADELPHIA","PA","house","residential",0,0,475.93,"N",FALSE,"N",FALSE,202206,"1809 W Huntingdon St, Philadelphia, PA, USA",39.99326311,-75.16155682,1
"2901",162328300,"2342 W HAROLD ST",19132,1700.39,116.67,469.18,731.6,3017.84,TRUE,FALSE,5,2021,2017,2022,14600,NA,NA,"house","residential",0,0,204.37,"N",FALSE,"N",FALSE,202206,"2342 W Harold St, Philadelphia, PA, USA",39.99479754,-75.17010746,1
"2902",343158500,"7429 RHOADS ST",19151,10.76,8.68,21.68,205.31,246.43,TRUE,FALSE,2,2021,2020,2022,136100,NA,NA,"house","residential",0,629.91,1275.22,"N",FALSE,"N",FALSE,202206,"7429 Rhoads St, Philadelphia, PA, USA",39.97463412,-75.26193255,1
"2903",343245300,"7555 SHERWOOD RD",19151,2417.87,146.91,176.5,475.32,3216.6,TRUE,FALSE,2,2021,2018,2022,138800,NA,NA,"house","residential",0,0,1942.92,"N",FALSE,"N",FALSE,202206,"7555 Sherwood Rd, Philadelphia, PA, USA",39.97727408,-75.26844697,1
"2904",343288300,"1336 WESTBURY DR",19151,4258.18,276.35,411.35,1106.08,6051.96,TRUE,FALSE,2,2021,2020,2022,134900,"QUAKERTOWN","PA","house","residential",0,0,1888.33,"N",FALSE,"N",FALSE,202206,"1336 Westbury Dr, Philadelphia, PA, USA",39.9729683,-75.26372224,1
"2905",343295300,"1304 KIMBERLY DR",19151,12120.76,833.98,4542.41,3997.18,21494.33,TRUE,FALSE,9,2021,2013,2022,134900,NA,NA,"house","residential",0,629.91,1258.42,"N",FALSE,"N",FALSE,202206,"1304 Kimberly Dr, Philadelphia, PA, USA",39.97204098,-75.26372334,1
"2906",343302800,"1369 N 76TH ST",19151,9268.95,1111.61,3084.88,3441.66,16907.1,TRUE,FALSE,11,2021,2010,2022,134900,NA,NA,"house","residential",0,629.91,1258.42,"N",FALSE,"N",FALSE,202206,"1369 N 76th St, Philadelphia, PA, USA",39.97248893,-75.26543549,1
"2907",343308900,"1382 N 76TH ST",19151,1078.64,128.4,113.94,298.63,1619.61,TRUE,FALSE,2,2021,2020,2022,134900,NA,NA,"house","residential",0,629.91,1258.42,"N",FALSE,"N",FALSE,202206,"1382 N 76th St, Philadelphia, PA, USA",39.97259764,-75.26580249,1
"2908",343373900,"1815 ASHURST RD",19151,0,0,0,23.67,23.67,TRUE,FALSE,1,2019,2019,2022,133400,NA,NA,"house","residential",0,0,1867.33,"N",FALSE,"N",FALSE,202206,"1815 Ashurst Rd, Philadelphia, PA, USA",39.97520882,-75.27321326,1
"2909",442359900,"1445 N 54TH ST",19131,998.74,98.85,127.27,323.68,1548.54,TRUE,FALSE,2,2021,2020,2022,51800,"PHILADELPHIA","PA","house","residential",0,0,725.1,"N",FALSE,"N",FALSE,202206,"1445 N 54th St, Philadelphia, PA, USA",39.97496361,-75.22938297,1
"2910",471077000,"1508 SEYBERT ST",19121,13616.09,932.58,3671.45,1849.79,20069.91,TRUE,FALSE,6,2021,2016,2022,172700,NA,NA,"house","residential",0,629.91,1787.54,"Y",FALSE,"N",FALSE,202206,"1508 Seybert St, Philadelphia, PA, USA",39.97379229,-75.16086598,1
"2911",442053100,"5056 WESTMINSTER AVE",19131,502.14,40.77,90.62,532.96,1166.49,TRUE,FALSE,4,2021,2018,2022,47400,NA,NA,"house","residential",0,531.92,131.58,"N",FALSE,"N",FALSE,202206,"5056 Westminster Ave, Philadelphia, PA, USA",39.96841164,-75.22192871,1
"2912",442058600,"5009 WESTMINSTER AVE",19131,3311.04,223.07,606.56,1176.96,5317.63,TRUE,FALSE,4,2021,2018,2022,54100,"PHILADELPHIA","PA","house","residential",0,0,757.29,"N",FALSE,"N",FALSE,202206,"5009 Westminster Ave, Philadelphia, PA, USA",39.96863094,-75.22092243,1
"2913",442059000,"5023 WESTMINSTER AVE",19131,3428.89,230.99,627.57,831.13,5118.58,TRUE,FALSE,4,2021,2018,2022,56100,NA,NA,"house","residential",0,0,785.29,"N",FALSE,"N",FALSE,202206,"5023 Westminster Ave, Philadelphia, PA, USA",39.96860469,-75.22120093,1
"2914",442071200,"5229 WYALUSING AVE",19131,1124.18,74.78,111.91,303.86,1614.73,TRUE,FALSE,2,2021,2020,2022,40900,NA,NA,"house","residential",0,0,572.52,"N",FALSE,"N",FALSE,202206,"5229 Wyalusing Ave, Philadelphia, PA, USA",39.9694691,-75.22639897,1
"2915",442073600,"5339 WYALUSING AVE",19131,561.28,39.29,378.86,528.6,1508.03,TRUE,FALSE,1,2014,2014,2022,56900,NA,NA,"house","residential",0,0,796.49,"N",FALSE,"N",FALSE,202206,"5339 Wyalusing Ave, Philadelphia, PA, USA",39.96936572,-75.2274872,1
"2916",162019200,"2309 N CLEVELAND ST",19132,1692.31,115.3,411.98,1643.39,3862.98,TRUE,FALSE,9,2021,2013,2022,19700,"MIDDLETOWN","DE","house","residential",0,0,275.76,"N",FALSE,"N",FALSE,202206,"2309 N Cleveland St, Philadelphia, PA, USA",39.98892501,-75.16272439,1
"2917",193062700,"3425 N BODINE ST",19140,510.31,30.99,30.13,157.74,729.17,TRUE,FALSE,2,2021,2020,2022,29400,"PHILADELPHIA","PA","house","residential",0,0,411.54,"N",FALSE,"N",FALSE,202206,"3425 N Bodine St, Philadelphia, PA, USA",40.00276711,-75.13429919,1
"2918",193065800,"3422 N BODINE ST",19140,697.28,46.88,111.07,342.12,1197.35,TRUE,FALSE,3,2021,2019,2022,11900,"PHILADELPHIA","PA","house","residential",0,0,166.58,"N",FALSE,"N",FALSE,202206,"3422 N Bodine St, Philadelphia, PA, USA",40.00275796,-75.1344529,1
"2919",193073000,"3443 N 3RD ST",19140,1866.96,182.38,516.29,861.06,3426.69,TRUE,FALSE,4,2021,2018,2022,35400,NA,NA,"house","residential",0,0,495.53,"N",FALSE,"N",FALSE,202206,"3443 N 3rd St, Philadelphia, PA, USA",40.00309501,-75.13478264,1
"2920",281381900,"2504 W STERNER ST",19132,210.41,21.12,42.97,588.93,863.43,TRUE,FALSE,5,2021,2017,2022,6800,NA,NA,"house","residential",0,0,95.19,"N",FALSE,"N",FALSE,202206,"2504 W Sterner St, Philadelphia, PA, USA",39.99667188,-75.17240002,1
"2921",344003400,"6553 HAVERFORD AVE",19151,7862.03,571.88,1573.57,1372.28,11379.76,TRUE,FALSE,4,2021,2018,2022,141600,"PHILADELPHIA","PA","house","residential",0,0,1982.12,"N",FALSE,"N",FALSE,202206,"6553 Haverford Ave, Philadelphia, PA, USA",39.97224492,-75.25037726,1
"2922",344022000,"6608 LANSDOWNE AVE",19151,30.95,2.17,4.41,3.75,41.28,TRUE,FALSE,1,2020,2020,2022,147400,"KNG OF PRUSSA","PA","house","residential",0,0,2063.31,"N",FALSE,"N",FALSE,202206,"6608 Lansdowne Ave, Philadelphia, PA, USA",39.97453096,-75.25223749,1
"2923",442074500,"5310 POPLAR ST",19131,2452.45,230.37,609.31,1267.23,4559.36,TRUE,FALSE,6,2021,2016,2022,52000,"PHILADELPHIA","PA","house","residential",0,0,727.9,"N",FALSE,"N",FALSE,202206,"5310 Poplar St, Philadelphia, PA, USA",39.97022065,-75.22739172,1
"2924",442080500,"4907 W GIRARD AVE",19131,0,0,0,180,180,TRUE,FALSE,1,2015,2015,2022,36200,NA,NA,"house","residential",0,506.73,0,"N",FALSE,"N",FALSE,202206,"4907 W Girard Ave, Philadelphia, PA, USA",39.97287971,-75.21935137,1
"2925",442083900,"4975 W GIRARD AVE",19131,2833.08,192.31,638.63,1694.07,5358.09,TRUE,FALSE,5,2021,2017,2022,37300,NA,NA,"house","residential",0,0,522.13,"N",FALSE,"N",FALSE,202206,"4975 W Girard Ave, Philadelphia, PA, USA",39.97242707,-75.22145939,1
"2926",193208000,"543 W ALLEGHENY AVE",19133,2785.29,414.31,1224.51,1377.62,5801.73,TRUE,FALSE,10,2021,2012,2022,33600,"PHILADELPHIA","PA","house","residential",0,0,470.33,"N",FALSE,"N",FALSE,202206,"543 W Allegheny Ave, Philadelphia, PA, USA",39.99997169,-75.13981402,1
"2927",193208805,"555 W ALLEGHENY AVE",19133,1199.48,77.84,115.88,466.6,1859.8,TRUE,FALSE,2,2021,2020,2022,38000,NA,NA,"house","residential",0,0,531.92,"N",FALSE,"N",FALSE,202206,"555 W Allegheny Ave, Philadelphia, PA, USA",39.99999866,-75.14004934,1
"2928",193212100,"524 W WESTMORELAND ST",19140,0,0,0,0.01,0.01,TRUE,FALSE,1,2020,2020,2022,40600,NA,NA,"house","residential",0,0,568.32,"N",FALSE,"N",FALSE,202206,"524 W Westmoreland St, Philadelphia, PA, USA",40.00136482,-75.13892068,1
"2929",193212800,"538 W WESTMORELAND ST",19140,502.26,35.16,184.58,345.79,1067.79,TRUE,FALSE,2,2018,2017,2022,11700,NA,NA,"house","residential",0,163.78,0,"N",FALSE,"N",FALSE,202206,"538 W Westmoreland St, Philadelphia, PA, USA",40.00141326,-75.13930183,1
"2930",193215300,"229 W WESTMORELAND ST",19140,960.36,166.99,220.78,1113.65,2461.78,TRUE,FALSE,6,2021,2016,2022,33200,NA,NA,"house","residential",0,0,464.73,"N",FALSE,"N",FALSE,202206,"229 W Westmoreland St, Philadelphia, PA, USA",40.00082395,-75.13384299,1
"2931",192115000,"2550 N ORIANNA ST",19133,130.22,26.26,24.46,215.95,396.89,TRUE,FALSE,2,2021,2020,2022,26800,"PHILADELPHIA","PA","house","residential",0,0,375.15,"N",FALSE,"N",FALSE,202206,"2550 N Orianna St, Philadelphia, PA, USA",39.98947241,-75.13842295,1
"2932",192130700,"2625 N 4TH ST",19133,1214.13,80.97,175.05,448.8,1918.95,TRUE,FALSE,3,2021,2019,2022,25000,"PHILADELPHIA","PA","house","residential",0,0,349.95,"N",FALSE,"N",FALSE,202206,"2625 N 4th St, Philadelphia, PA, USA",39.99066859,-75.13853049,1
"2933",191375100,"2345 N 6TH ST",19133,402.62,29.18,187.76,354.71,988.54,TRUE,FALSE,4,2019,2015,2022,34300,NA,NA,"house","residential",0,480.13,0,"N",FALSE,"N",FALSE,202206,"2345 N 6th St, Philadelphia, PA, USA",39.98693882,-75.14327573,1
"2934",281229200,"2514 W ARIZONA ST",19132,1103.2,73.96,226.88,684.37,2088.41,TRUE,FALSE,4,2021,2017,2022,20300,NA,NA,"house","residential",0,0,284.16,"N",FALSE,"N",FALSE,202206,"2514 W Arizona St, Philadelphia, PA, USA",39.99126485,-75.17373147,1
"2935",292063400,"1536 N 27TH ST",19121,2579.18,266.97,345.91,971.74,4163.8,TRUE,FALSE,6,2021,2016,2022,67900,"SHARON HILL","PA","house","residential",0,0,950.46,"N",FALSE,"N",FALSE,202206,"1536 N 27th St, Philadelphia, PA, USA",39.979109,-75.17943867,1
"2936",292069200,"1422 N ETTING ST",19121,1807.69,124.02,314.32,430.14,2676.17,TRUE,FALSE,3,2021,2019,2022,70100,NA,NA,"house","residential",0,629.91,351.35,"N",FALSE,"N",FALSE,202206,"1422 N Etting St, Philadelphia, PA, USA",39.97758358,-75.18015754,1
"2937",292079205,"1328 N MARSTON ST",19121,181.56,13.96,80.37,151.75,427.64,TRUE,FALSE,2,2018,2017,2022,90700,NA,NA,"house","residential",0,629.91,639.71,"N",FALSE,"N",FALSE,202206,"1328 N Marston St, Philadelphia, PA, USA",39.97659148,-75.18066576,1
"2938",292089200,"1215 N 28TH ST",19121,9699.62,645.84,1372.34,2432.94,14150.74,TRUE,FALSE,3,2021,2019,2022,205800,"PHILADELPHIA","PA","house","residential",0,0,2880.79,"N",FALSE,"N",FALSE,202206,"1215 N 28th St, Philadelphia, PA, USA",39.97490544,-75.18166265,1
"2939",172267300,"6217 N 18TH ST",19141,550.26,36.26,32.62,223.71,842.85,TRUE,FALSE,2,2021,2020,2022,96700,NA,NA,"house","residential",0,629.91,723.7,"N",FALSE,"N",FALSE,202206,"6217 N 18th St, Philadelphia, PA, USA",40.04859127,-75.14898434,1
"2940",442112600,"5321 W STILES ST",19131,0,5.18,0,24.53,29.71,TRUE,FALSE,1,2011,2011,2022,27900,NA,NA,"house","residential",0,0,390.54,"N",FALSE,"N",FALSE,202206,"5321 W Stiles St, Philadelphia, PA, USA",39.97208673,-75.22774169,1
"2941",442112700,"5323 W STILES ST",19131,0,0,0,136.61,136.61,TRUE,FALSE,2,2018,2017,2022,50400,NA,NA,"house","residential",0,629.91,75.59,"N",FALSE,"N",FALSE,202206,"5323 W Stiles St, Philadelphia, PA, USA",39.97208358,-75.22776934,1
"2942",442114700,"4922 W THOMPSON ST",19131,34.92,6.06,16.32,19.81,77.11,TRUE,FALSE,1,2018,2018,2022,58400,NA,NA,"house","residential",0,0,817.48,"N",FALSE,"N",FALSE,202206,"4922 W Thompson St, Philadelphia, PA, USA",39.97350051,-75.22048099,1
